"name","num","m1","m1time","lp1","lp1time","l1","l1time","l2","l2time","lc1","lc1time","lc2","lc2time","lc3","lc3time","m2","m2time","m3","m3time","rcmax","rcmaxtime"
"roszieg",25,3.7069,0.00818515,14.8276,1.90735e-05,14.8276,2.09808e-05,15,0.000276089,15,7.15256e-06,8,4.05312e-06,13,4.05312e-06,16.0667,0.00277996,20.9314,0.031589,14.8276,0.000386
"roszieg",26,4.45522,0.00813079,17.8209,2.09808e-05,17.8209,2.19345e-05,19,0.000258923,18,5.96046e-06,11,3.09944e-06,16,4.05312e-06,19.3269,0.00252986,22.3318,0.023998,17.8209,0.000350952
"roszieg",27,3.85188,0.00735497,15.4418,2.00272e-05,15.407,2.40803e-05,16,0.000231028,15,5.00679e-06,8,3.09944e-06,11,5.00679e-06,16.4527,0.00215793,19.3411,0.021208,15.4075,0.000379086
"roszieg",28,4.43256,0.0085361,17.7627,2.00272e-05,17.7302,2.09808e-05,19,0.000267029,18,5.00679e-06,12,2.86102e-06,16,5.00679e-06,19.2059,0.00265598,22.8333,0.0256569,17.7302,0.000368118
"roszieg",29,3.88806,0.00599718,15.5523,2.09808e-05,15.5522,2.21729e-05,17,0.000248909,16,4.76837e-06,10,2.86102e-06,13,3.8147e-06,17.5887,0.00192881,21.9768,0.0216379,15.5522,0.000337839
"roszieg",30,4.84146,0.00755811,19.3659,2.90871e-05,19.3659,3.00407e-05,20,0.000285864,19,5.96046e-06,11,3.09944e-06,18,5.00679e-06,21.2257,0.00264192,25.1523,0.0302629,19.3659,0.000360012
"roszieg",31,4.7069,0.00912595,18.8276,2.00272e-05,18.8276,2.00272e-05,19,0.000268936,19,5.00679e-06,12,3.09944e-06,15,4.05312e-06,19.7945,0.00302911,22.9355,0.0213232,18.8276,0.000420094
"roszieg",32,4.73658,0.0094111,18.9035,2.40803e-05,18.9033,2.38419e-05,20,0.000244856,18,5.00679e-06,12,2.86102e-06,16,4.05312e-06,21.0926,0.00373101,24.842,0.024178,18.9463,0.000349045
"roszieg",33,4.73944,0.00697184,18.9578,2.5034e-05,18.9578,2.69413e-05,20,0.000267029,19,5.00679e-06,10,4.05312e-06,16,4.05312e-06,21.2589,0.00241899,25.9802,0.028641,18.9578,0.0003829
"roszieg",34,4.65152,0.00600719,18.6212,2.5034e-05,18.6061,2.69413e-05,19,0.000252962,19,5.96046e-06,12,3.09944e-06,15,4.05312e-06,19.4437,0.00208187,23.1006,0.023417,18.6061,0.000334024
"roszieg",35,4.88147,0.00982618,19.525,2.09808e-05,19.525,2.21729e-05,20,0.000252962,19,5.00679e-06,11,2.86102e-06,17,5.00679e-06,20.6,0.00202608,24.7124,0.0207782,19.5259,0.000386953
"roszieg",36,4.675,0.00679016,18.7,1.71661e-05,18.7,2.00272e-05,20,0.000263929,18,5.96046e-06,11,2.86102e-06,16,4.05312e-06,20.7187,0.00212789,24.2794,0.022846,18.7,0.000405073
"roszieg",37,4.28067,0.00827813,17.1227,2.81334e-05,17.1227,2.90871e-05,18,0.000257969,16,5.96046e-06,10,3.09944e-06,15,4.05312e-06,18.3409,0.00218391,22.1819,0.024677,17.1227,0.000355959
"roszieg",38,4.55053,0.00639892,18.2022,2.09808e-05,18.2021,2.19345e-05,19,0.000258923,18,5.00679e-06,11,2.86102e-06,16,3.8147e-06,19.4286,0.00271106,23.3125,0.023174,18.2021,0.000353098
"roszieg",39,3.43182,0.00604677,13.7273,1.69277e-05,13.7273,2.09808e-05,14,0.000219107,14,6.19888e-06,8,3.09944e-06,12,5.00679e-06,14.5116,0.00324202,18.1374,0.020925,13.7273,0.000396967
"roszieg",40,4.17012,0.00954199,16.6805,2.28882e-05,16.6805,2.5034e-05,18,0.000272989,17,5.96046e-06,10,3.09944e-06,14,4.05312e-06,18.5811,0.00287104,23.525,0.029443,16.6805,0.000361204
"roszieg",41,1.05882,0.0178199,6.35295,2.00272e-05,6.35294,2.28882e-05,7,0.000226974,7,5.96046e-06,5,3.09944e-06,6,5.00679e-06,6.65986,0.0100632,7.47242,0.013906,6.35294,0.00057888
"roszieg",42,0.975309,0.0193031,5.85185,1.97887e-05,5.85185,2.28882e-05,6,0.000231981,6,5.96046e-06,5,3.09944e-06,5,5.00679e-06,6.08082,0.00795507,7.10053,0.0364439,5.85185,0.000662088
"roszieg",43,1.13462,0.0183148,6.78574,2.09808e-05,6.78571,2.40803e-05,7,0.000221014,7,5.96046e-06,5,4.05312e-06,6,4.05312e-06,7.1363,0.00978684,7.76075,0.0480528,6.80769,0.00049901
"roszieg",44,0.914414,0.0203869,5.48388,2.00272e-05,5.48387,2.40803e-05,6,0.000216007,5,5.00679e-06,5,2.86102e-06,4,4.05312e-06,5.62052,0.0116448,6.55357,0.02827,5.48649,0.000684023
"roszieg",45,1.19048,0.019105,7.14291,2.7895e-05,7.14286,3.09944e-05,8,0.000247002,7,9.05991e-06,5,3.09944e-06,6,5.00679e-06,7.50694,0.012912,9.3516,0.023437,7.14286,0.000496149
"roszieg",46,0.915978,0.0178318,5.48315,2.09808e-05,5.48315,2.40803e-05,6,0.000218868,6,5.96046e-06,5,3.09944e-06,4,4.05312e-06,6.0253,0.011709,7.52642,0.0126851,5.49587,0.000599146
"roszieg",47,1.12963,0.018158,6.77778,2.38419e-05,6.77778,2.59876e-05,7,0.000218868,7,6.91414e-06,5,3.09944e-06,6,4.05312e-06,7.06502,0.00636983,8.01375,0.0236578,6.77778,0.000545979
"roszieg",48,0.900966,0.0209739,5.4347,2.38419e-05,5.4058,2.81334e-05,6,0.00020504,6,5.96046e-06,5,3.09944e-06,5,5.00679e-06,5.76486,0.007442,6.81646,0.031426,5.4058,0.0005548
"roszieg",49,0.968864,0.0246561,5.80287,2.09808e-05,5.80282,2.40803e-05,7,0.000226974,6,6.19888e-06,5,2.86102e-06,5,4.05312e-06,6.18356,0.0158429,7.18,0.0317819,5.81319,0.000726938
"roszieg",50,1.04658,0.0194721,6.2534,2.19345e-05,6.19718,2.40803e-05,6,0.000236988,6,8.82149e-06,6,3.09944e-06,5,5.00679e-06,6.61466,0.00965405,7.70841,0.0813239,6.2795,0.000565052
"roszieg",51,1.05172,0.0188351,6.31036,2.00272e-05,6.31034,2.28882e-05,7,0.000231028,7,9.05991e-06,5,2.86102e-06,6,3.8147e-06,6.6864,0.013572,8.01627,0.0528641,6.31034,0.000601053
"roszieg",52,0.974359,0.012543,5.84615,3.60012e-05,5.84615,4.48227e-05,6,0.000324011,6,1.09673e-05,5,5.00679e-06,5,6.19888e-06,6.16217,0.00723195,7.37662,0.0524819,5.84615,0.00083518
"roszieg",53,1.0404,0.016118,6.27517,2.59876e-05,6.1745,3.19481e-05,7,0.000218868,6,6.91414e-06,5,3.09944e-06,5,4.05312e-06,6.5244,0.00556993,7.71683,0.0323389,6.24242,0.000470877
"roszieg",54,1.09943,0.0280011,6.5738,2.31266e-05,6.57377,2.59876e-05,7,0.000216007,7,6.91414e-06,5,2.86102e-06,6,4.05312e-06,7.0391,0.00698209,8.25489,0.0399809,6.59657,0.000524998
"roszieg",55,1.22356,0.0153849,7.34151,2.81334e-05,7.34138,3.21865e-05,8,0.000221968,8,5.00679e-06,7,3.09944e-06,7,4.05312e-06,7.47921,0.00635314,8.39806,0.037776,7.34138,0.000503063
"roszieg",56,1.33832,0.016583,8.01545,2.5034e-05,7.95385,2.81334e-05,9,0.000231028,8,6.91414e-06,8,2.86102e-06,7,4.05312e-06,8.30029,0.00602984,10.3492,0.037009,8.0299,0.000574112
"roszieg",57,1.2621,0.0176201,7.55864,2.21729e-05,7.55864,2.5034e-05,8,0.000242949,8,7.15256e-06,7,3.09944e-06,6,4.05312e-06,7.79414,0.00650215,9.32584,0.0342121,7.57258,0.000539064
"roszieg",58,1.11728,0.019731,6.7037,2.09808e-05,6.7037,2.40803e-05,7,0.00022316,7,8.10623e-06,5,3.09944e-06,6,4.05312e-06,6.89815,0.00757194,8.1776,0.057282,6.7037,0.000527859
"roszieg",59,1.21825,0.0135889,7.30147,3.00407e-05,7.30147,3.60012e-05,8,0.00022912,7,7.15256e-06,5,4.05312e-06,6,4.05312e-06,7.53833,0.00974011,9.14226,0.030648,7.30948,0.000547886
"roszieg",60,1.14604,0.0190151,6.83486,2.38419e-05,6.83486,2.59876e-05,7,0.000247955,7,8.10623e-06,5,2.86102e-06,6,4.05312e-06,7.08139,0.0068779,7.70381,0.0274031,6.87627,0.000481129
"roszieg",61,1.73489,0.0148761,10.4457,2.40803e-05,10.4093,2.59876e-05,11,0.000275135,11,5.96046e-06,9,2.86102e-06,8,3.8147e-06,10.8859,0.00999808,12.7681,0.023767,10.4093,0.000628948
"roszieg",62,1.16667,0.022182,7,2.71797e-05,7,3.50475e-05,8,0.000237942,7,5.00679e-06,5,2.86102e-06,6,4.76837e-06,7.08671,0.0103612,9.17348,0.0129111,7,0.000588894
"roszieg",63,1.89867,0.017303,11.4667,2.5034e-05,11.392,2.5034e-05,13,0.000273943,13,5.00679e-06,13,4.05312e-06,9,4.05312e-06,11.6894,0.00598288,14.0788,0.0125101,11.392,0.000658989
"roszieg",64,1.41026,0.013128,8.48148,2.59876e-05,8.41975,2.90871e-05,9,0.000259876,9,9.05991e-06,6,3.09944e-06,8,4.05312e-06,9.08084,0.0141799,11.3012,0.0433509,8.46154,0.000519037
"roszieg",65,1.49881,0.014854,8.79,2.28882e-05,8.71429,2.40803e-05,10,0.000241995,9,5.96046e-06,7,3.09944e-06,8,4.05312e-06,9.71268,0.011194,11.3019,0.0286808,8.99285,0.000635862
"roszieg",66,1.77805,0.0145051,11.39,4.41074e-05,10.6065,4.98295e-05,12,0.000369072,13,8.10623e-06,13,4.05312e-06,8,5.96046e-06,11.3096,0.00982094,13.7445,0.0321479,10.6683,0.00100517
"roszieg",67,1.51833,0.0146229,9.18633,2.90871e-05,9.10998,3.09944e-05,10,0.000275135,9,7.86781e-06,8,2.86102e-06,8,5.00679e-06,9.68371,0.033623,11.5526,0.0597811,9.10998,0.000638008
"roszieg",68,1.82597,0.018507,10.9558,3.19481e-05,10.9558,3.38554e-05,12,0.000256062,11,6.19888e-06,8,4.05312e-06,9,4.05312e-06,11.4262,0.00605702,13.2703,0.0150719,10.9558,0.000592947
"roszieg",69,1.49134,0.019521,8.94805,2.88486e-05,8.94805,3.09944e-05,10,0.000255108,9,5.00679e-06,6,4.05312e-06,8,3.8147e-06,9.37462,0.00887609,10.8125,0.0251939,8.94805,0.000648022
"roszieg",70,1.43602,0.0169301,8.58829,2.7895e-05,8.58824,2.90871e-05,9,0.000279903,9,6.91414e-06,8,3.09944e-06,8,4.05312e-06,9.69302,0.00992584,11.8661,0.026336,8.61611,0.000603914
"roszieg",71,1.28571,0.0182319,7.71429,2.59876e-05,7.71429,2.81334e-05,8,0.000248909,8,5.96046e-06,6,3.09944e-06,7,4.05312e-06,7.97658,0.00943208,10.6147,0.0201871,7.71429,0.000653028
"roszieg",72,1.42408,0.022054,8.50971,2.69413e-05,8.5097,2.81334e-05,9,0.000253201,9,8.10623e-06,6,4.05312e-06,7,4.05312e-06,9.141,0.0156479,11.1725,0.0305851,8.5445,0.000643969
"roszieg",73,1.83429,0.014467,11.4346,4.31538e-05,10.9137,5.60284e-05,13,0.000411034,13,9.05991e-06,13,4.05312e-06,10,5.00679e-06,11.6218,0.00923204,13.0496,0.041847,11.0057,0.000923157
"roszieg",74,1.47264,0.0142682,8.82036,2.88486e-05,8.82036,3.00407e-05,10,0.000255108,9,5.00679e-06,8,2.86102e-06,8,4.05312e-06,9.55698,0.0119739,11.546,0.0226719,8.83583,0.000663996
"roszieg",75,1.30322,0.0173068,7.78895,2.69413e-05,7.78894,2.7895e-05,8,0.000271082,8,6.19888e-06,5,3.09944e-06,7,4.05312e-06,8.38003,0.0116942,10.5067,0.0245559,7.81931,0.000690937
"roszieg",76,1.96641,0.0158951,11.7864,2.90871e-05,11.7797,3.19481e-05,12,0.000262976,12,5.96046e-06,9,2.86102e-06,10,4.05312e-06,12.087,0.006387,13.8554,0.0275481,11.7985,0.00067997
"roszieg",77,1.42066,0.019619,8.56089,3.38554e-05,8.52399,4.41074e-05,9,0.000341892,9,7.86781e-06,6,5.00679e-06,7,5.96046e-06,8.95321,0.0122969,10.2909,0.0428889,8.52399,0.00102806
"roszieg",78,1.15602,0.0182109,6.72973,3.09944e-05,6.72973,3.38554e-05,8,0.000277042,7,7.15256e-06,6,3.09944e-06,6,3.8147e-06,7.58726,0.0117631,9.62694,0.0194519,6.9361,0.000738859
"roszieg",79,1.14634,0.017451,6.87805,3.60012e-05,6.87805,4.1008e-05,8,0.000404119,7,1.00136e-05,5,4.05312e-06,6,5.96046e-06,7.54647,0.0453682,9.44348,0.0919359,6.87805,0.00109601
"roszieg",80,1.49765,0.0167029,8.94118,2.19345e-05,8.94118,2.19345e-05,10,0.000255108,9,5.00679e-06,8,2.86102e-06,7,4.05312e-06,9.4415,0.00953698,11.5371,0.0154178,8.98592,0.000535965
"wee-mag",1,1.397,0.229606,15.3802,0.000250101,15.345,0.000210047,16,0.000957012,15,8.10623e-06,8,5.00679e-06,6,2.28882e-05,16.5536,0.085469,19.2825,0.274635,15.367,0.00378919
"wee-mag",2,1.60014,0.228073,17.678,0.000166893,17.5553,0.000126839,18,0.00097394,17,8.82149e-06,9,5.00679e-06,8,2.19345e-05,18.7989,0.117791,20.75,0.258164,17.6016,0.00388598
"wee-mag",3,1.53103,0.223381,16.9499,0.000190973,16.8391,0.000149965,18,0.000985146,16,7.86781e-06,10,5.96046e-06,5,2.28882e-05,17.6674,0.096741,20.2567,0.185875,16.8413,0.00406098
"wee-mag",4,1.62833,0.230694,18.1991,0.000248909,17.8666,0.000203133,19,0.00106096,17,7.86781e-06,11,5.00679e-06,7,2.19345e-05,19.1041,0.064733,22.5955,0.25634,17.9116,0.00373602
"wee-mag",5,1.6017,0.21677,17.6319,0.00022912,17.5546,0.000158787,18,0.00105691,17,9.05991e-06,9,4.76837e-06,5,2.19345e-05,18.923,0.0978951,22.1608,0.196109,17.6187,0.00348186
"wee-mag",6,1.50419,0.221013,16.6205,0.000175953,16.5313,0.000139952,17,0.000925064,16,8.10623e-06,12,5.00679e-06,6,2.21729e-05,17.4396,0.0677869,19.2985,0.173443,16.5461,0.00358605
"wee-mag",7,1.34459,0.222496,14.9403,0.000186205,14.7696,0.000148058,16,0.000912905,14,8.10623e-06,8,5.00679e-06,5,2.28882e-05,16.1576,0.054507,18.993,0.217812,14.7905,0.00365806
"wee-mag",8,1.73596,0.224579,19.3073,0.000166178,19.0775,0.000119925,20,0.00113201,18,8.10623e-06,11,5.00679e-06,7,2.19345e-05,19.8652,0.07307,22.4109,0.257078,19.0956,0.00383615
"wee-mag",9,1.49423,0.224768,16.5018,0.000188112,16.4149,0.000146866,17,0.0009799,16,9.05991e-06,8,5.00679e-06,5,2.19345e-05,17.2137,0.0771232,19.5329,0.171928,16.4366,0.00357699
"wee-mag",10,1.54231,0.220201,17.206,0.000131845,16.9465,9.10759e-05,18,0.000983,16,7.86781e-06,9,5.00679e-06,6,2.31266e-05,17.824,0.0672231,20.3443,0.22137,16.9655,0.0037601
"wee-mag",11,1.59564,0.222854,17.796,0.000195026,17.4735,0.000151873,19,0.00105405,16,8.10623e-06,9,5.00679e-06,6,2.19345e-05,19.2067,0.076247,21.9469,0.126561,17.552,0.00358295
"wee-mag",12,1.82145,0.231015,20.1835,0.000301123,19.9689,0.000256062,21,0.00104594,19,8.10623e-06,12,6.19888e-06,9,2.28882e-05,20.7414,0.047523,23.8798,0.2096,20.0359,0.00312996
"wee-mag",13,1.90579,0.233423,21.3462,0.000268936,20.9295,0.000222921,22,0.00106096,19,8.10623e-06,12,4.76837e-06,8,2.19345e-05,21.7547,0.0568912,24.387,0.149458,20.9636,0.00334191
"wee-mag",14,1.93341,0.220694,21.3044,0.000311136,21.263,0.000264883,22,0.00108814,20,8.82149e-06,12,5.96046e-06,11,2.19345e-05,22.1756,0.0600121,25.2636,0.193301,21.2675,0.00388622
"wee-mag",15,1.86187,0.216794,20.9246,0.000118971,20.316,7.29561e-05,22,0.0010519,20,8.10623e-06,17,5.96046e-06,10,2.31266e-05,21.6046,0.0365331,24.7137,0.148368,20.4806,0.00304484
"wee-mag",16,1.5301,0.20848,17.1341,0.000157118,16.8212,0.00011301,18,0.0010221,16,8.10623e-06,9,5.96046e-06,5,2.19345e-05,17.4743,0.0464151,20.8987,0.150516,16.8311,0.00360918
"wee-mag",17,1.88516,0.224357,21.2367,0.000263929,20.7147,0.00022006,22,0.000996828,19,1.00136e-05,14,5.96046e-06,8,2.31266e-05,21.8419,0.057729,23.9848,0.172468,20.7368,0.0034461
"wee-mag",18,1.66087,0.214971,18.546,0.000181198,18.196,0.000132084,20,0.00113893,18,8.10623e-06,10,5.00679e-06,7,2.21729e-05,20.0116,0.061085,23.3406,0.118378,18.2696,0.00365806
"wee-mag",19,2.04458,0.237026,22.4915,0.000164986,22.4544,0.00011611,23,0.00104094,22,7.86781e-06,14,5.00679e-06,7,2.19345e-05,23.3725,0.0420702,25.1618,0.135998,22.4904,0.00335813
"wee-mag",20,2.24228,0.212853,24.5902,0.000427961,24.5898,0.000356197,25,0.00115323,23,9.05991e-06,14,5.00679e-06,12,2.31266e-05,25.2991,0.0579319,27.9742,0.19284,24.6651,0.00293612
"wee-mag",21,2.6229,0.227686,28.8957,0.00030899,28.8499,0.000252962,30,0.00134802,28,7.86781e-06,22,5.96046e-06,12,2.28882e-05,30.9087,0.0790889,35.4259,0.261176,28.8519,0.00371599
"wee-mag",22,2.29258,0.233303,25.2552,0.000233173,25.1629,0.000174046,26,0.00125098,24,7.15256e-06,15,5.96046e-06,9,2.31266e-05,26.7967,0.056767,32.5603,0.219699,25.2184,0.00376892
"wee-mag",23,2.68089,0.217793,29.405,0.000205994,29.3092,0.000148058,30,0.00126696,29,7.86781e-06,24,5.96046e-06,13,2.28882e-05,30.7383,0.05832,37.3588,0.250195,29.4898,0.003654
"wee-mag",24,2.75422,0.217061,30.3802,0.000241041,30.294,0.000160933,31,0.00128007,29,7.86781e-06,20,5.96046e-06,11,2.21729e-05,31.9874,0.053828,36.6366,0.204981,30.2964,0.00353694
"wee-mag",25,2.50246,0.223265,27.447,0.000200987,27.3528,0.000144005,28,0.00124502,27,8.10623e-06,19,6.19888e-06,13,2.28882e-05,28.8694,0.0666089,34.7285,0.218945,27.5271,0.00373101
"wee-mag",26,2.73474,0.224452,29.9707,0.0002141,29.9307,0.000134945,32,0.00121808,28,8.10623e-06,16,6.19888e-06,11,2.28882e-05,31.8659,0.0500271,36.4954,0.11303,30.0821,0.00335908
"wee-mag",27,2.92094,0.213815,32.3409,0.000162125,32.1161,9.58443e-05,33,0.00140595,31,8.10623e-06,18,5.00679e-06,11,2.28882e-05,34.5484,0.0790842,39.0655,0.219034,32.1303,0.00373197
"wee-mag",28,2.50657,0.22008,27.6784,0.000292063,27.5373,0.000228882,29,0.00136805,25,8.10623e-06,15,5.00679e-06,7,2.19345e-05,29.5198,0.0704138,35.1168,0.204737,27.5722,0.00349402
"wee-mag",29,2.52275,0.217767,27.876,0.000192881,27.7343,0.000141144,29,0.00121689,27,9.05991e-06,19,5.96046e-06,14,2.31266e-05,29.4132,0.085721,33.9007,0.204144,27.7503,0.00355291
"wee-mag",30,2.80608,0.220155,31.3151,0.000382185,30.7336,0.000319958,32,0.00131798,30,7.86781e-06,25,5.00679e-06,10,2.28882e-05,32.7788,0.049077,37.6185,0.278197,30.8669,0.00377178
"wee-mag",31,2.55187,0.21564,28.117,0.000231028,28.0614,0.000170946,29,0.00133801,27,7.86781e-06,16,6.19888e-06,14,2.31266e-05,29.5998,0.0549359,35.7548,0.200329,28.0706,0.00346112
"wee-mag",32,2.37057,0.230844,26.0553,0.000326872,26.0077,0.000271082,27,0.00125599,24,7.86781e-06,16,5.00679e-06,8,2.31266e-05,28.0004,0.0512521,33.5246,0.244948,26.0763,0.00367808
"wee-mag",33,2.75254,0.22398,30.3033,0.000340223,30.2367,0.00027895,31,0.00133801,28,8.10623e-06,21,5.96046e-06,9,2.21729e-05,32.2263,0.0559411,37.0736,0.160069,30.278,0.00360084
"wee-mag",34,2.6272,0.216697,28.9782,0.000323057,28.8706,0.000257015,30,0.00139499,27,8.82149e-06,15,5.00679e-06,10,2.21729e-05,30.6116,0.057688,35.5675,0.164848,28.8992,0.00351906
"wee-mag",35,2.25591,0.233452,24.8176,0.000290155,24.7646,0.000225067,25,0.00123501,23,8.10623e-06,14,5.00679e-06,11,2.19345e-05,26.1278,0.063633,32.1787,0.238875,24.815,0.003613
"wee-mag",36,2.76434,0.218247,30.4806,0.000334024,30.3685,0.00027585,32,0.00127888,29,8.10623e-06,17,5.00679e-06,12,2.19345e-05,32.0837,0.0543149,35.9997,0.207495,30.4077,0.00385213
"wee-mag",37,2.31947,0.219016,25.5573,0.000280142,25.4431,0.000227928,27,0.00115013,25,8.10623e-06,14,6.19888e-06,11,2.28882e-05,26.6446,0.0492702,31.4249,0.25447,25.5142,0.00370312
"wee-mag",38,2.32241,0.227242,25.5667,0.000180006,25.5052,0.000128031,27,0.0011971,25,8.10623e-06,18,5.00679e-06,9,2.19345e-05,26.9341,0.0626819,32.0285,0.210911,25.5465,0.00321603
"wee-mag",39,2.44144,0.215796,26.7891,0.000238895,26.7285,0.000178099,28,0.00128698,26,8.10623e-06,16,5.00679e-06,9,2.19345e-05,29.8849,0.0636649,35.4982,0.111463,26.8559,0.00366712
"wee-mag",40,2.41468,0.230707,26.5648,0.00022316,26.5599,0.000174999,28,0.0010972,25,8.10623e-06,14,5.00679e-06,13,2.31266e-05,28.0046,0.0588441,32.3051,0.103516,26.5615,0.00344396
"wee-mag",41,0.339434,0.605588,6.41669,0.00033617,6.37571,0.00029707,5,0.000837088,8,8.10623e-06,8,5.96046e-06,3,2.28882e-05,6.58008,1.94207,7.23454,0.665666,6.44925,0.00801396
"wee-mag",42,0.323511,0.663782,6.14885,0.000355005,6.13939,0.000319004,6,0.000832081,6,9.77516e-06,4,5.96046e-06,3,2.31266e-05,6.29739,2.29166,6.94412,0.617814,6.1467,0.00886989
"wee-mag",43,0.379982,0.680155,7.22931,0.000267982,7.20816,0.000231981,5,0.000823975,7,9.05991e-06,6,6.19888e-06,3,8.89301e-05,7.35467,1.02332,7.69418,0.594261,7.21966,0.00804901
"wee-mag",44,0.363502,0.614287,6.83312,0.00036788,6.83312,0.000329971,6,0.000858068,7,9.05991e-06,5,5.96046e-06,3,2.19345e-05,7.14486,1.8793,8.00455,0.654549,6.90654,0.00767612
"wee-mag",45,0.354287,0.660938,6.68776,0.000359058,6.68776,0.000320911,5,0.000828981,7,9.05991e-06,5,5.96046e-06,2,2.19345e-05,6.85768,0.850524,7.52113,0.753028,6.73146,0.0080359
"wee-mag",46,0.315588,0.762626,5.99617,0.000211954,5.99617,0.000175953,5,0.000838041,6,1.00136e-05,4,6.19888e-06,3,3.31402e-05,6.22061,1.59169,6.83282,0.799385,5.99617,0.0093379
"wee-mag",47,0.382256,0.664188,7.31058,0.000272036,7.24254,0.000235081,6,0.000844002,7,9.05991e-06,6,5.96046e-06,3,2.28882e-05,7.46288,1.73239,7.99834,0.749901,7.26286,0.00900602
"wee-mag",48,0.370088,0.686805,6.98174,0.000248909,6.96201,0.000212193,6,0.000834942,7,8.82149e-06,6,5.96046e-06,4,2.31266e-05,7.16157,1.82504,7.65535,0.648351,7.03168,0.00887609
"wee-mag",49,0.313861,0.756264,5.97227,0.000329018,5.94497,0.000291824,6,0.000781059,6,8.82149e-06,6,5.00679e-06,3,2.31266e-05,6.16717,1.01314,6.6437,0.594286,5.96335,0.00812197
"wee-mag",50,0.326002,0.720629,6.19403,0.000227928,6.19403,0.000189066,5,0.000833988,6,1.00136e-05,4,5.96046e-06,2,2.21729e-05,6.35255,1.24499,7.03225,0.521745,6.19403,0.00818992
"wee-mag",51,0.423875,0.617827,7.9985,0.00030899,7.9984,0.000272036,6,0.000841856,8,9.05991e-06,8,5.96046e-06,5,2.28882e-05,8.1916,1.31033,8.95559,0.460571,8.05362,0.00728893
